material,condition,contamination,unit,quantity,broken_percentage,condition_score,contamination_score,has_cracks,structural_compromised,has_rust,has_rot,is_moist,has_hazardous_coating,is_separable,recommended_pathway
Glass,Moderate,Low,kg,7163.3,10.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Excellent,None,tonnes,4769.8,3.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,Low,tonnes,844.0,30.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Plastic,Excellent,High,kg,3408.8,85.7,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Moderate,Moderate,kg,3490.3,47.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Damaged,High,units,7578.6,65.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Severely Damaged,None,kg,306.6,57.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Good,None,kg,1942.1,33.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Moderate,Hazardous,tonnes,2981.0,35.9,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Damaged,Low,kg,6863.2,50.9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Plastic,Severely Damaged,Low,kg,5897.2,36.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Excellent,None,kg,1836.4,4.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Damaged,Moderate,units,4715.6,70.1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Good,None,kg,2678.9,2.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Excellent,None,cubic metres,1024.0,2.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Moderate,Hazardous,kg,6973.2,79.7,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Moderate,Low,units,7377.8,43.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Moderate,Low,cubic metres,6483.3,55.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Moderate,None,tonnes,2159.0,32.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Asphalt,Good,Hazardous,kg,3036.7,1.9,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Moderate,Low,units,2442.1,5.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Moderate,Low,kg,6867.4,36.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Severely Damaged,None,tonnes,1873.6,35.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Severely Damaged,Low,tonnes,6421.5,43.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Excellent,None,kg,5469.6,5.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,Low,kg,841.8,19.7,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Good,None,tonnes,6726.9,2.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,units,409.7,6.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,cubic metres,1280.6,2.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Damaged,Moderate,units,4370.1,51.7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Severely Damaged,Low,cubic metres,5066.5,28.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Moderate,Hazardous,kg,3432.1,28.8,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Excellent,High,units,1594.9,21.5,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Severely Damaged,Low,tonnes,1006.8,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Damaged,Hazardous,kg,193.7,35.7,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Good,None,kg,302.9,11.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Good,None,cubic metres,818.9,0.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Moderate,None,tonnes,4296.8,76.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Severely Damaged,High,kg,7786.0,4.3,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Damaged,None,tonnes,6324.0,12.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Good,High,cubic metres,5473.3,25.7,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Moderate,Low,cubic metres,1161.9,52.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Excellent,High,tonnes,5440.4,49.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Excellent,None,kg,286.9,4.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Damaged,Moderate,tonnes,2406.1,63.9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Moderate,Low,kg,6079.6,31.9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Severely Damaged,Hazardous,tonnes,6678.6,35.6,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Good,Low,tonnes,1121.1,5.7,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Moderate,Low,cubic metres,904.9,63.4,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Soil,Severely Damaged,Moderate,cubic metres,2228.6,76.9,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Soil,Severely Damaged,None,units,3237.5,76.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Moderate,Hazardous,kg,7360.2,57.5,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Excellent,None,tonnes,3984.4,6.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Damaged,None,units,2391.8,31.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Damaged,None,units,2545.9,68.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Excellent,None,units,1666.5,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Moderate,Low,units,4138.8,21.2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Good,Low,cubic metres,1637.4,7.6,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Severely Damaged,Moderate,tonnes,832.4,55.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Severely Damaged,Hazardous,units,6597.3,6.8,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Moderate,High,cubic metres,1790.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Moderate,Low,kg,7618.6,40.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Damaged,None,kg,4592.4,25.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Damaged,Hazardous,units,432.1,7.6,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Damaged,Low,kg,4448.7,68.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Severely Damaged,Moderate,kg,3274.1,34.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RECOVER
Glass,Damaged,Low,kg,3802.4,68.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Plastic,Damaged,Low,kg,3180.8,47.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Damaged,None,kg,790.4,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Severely Damaged,Moderate,kg,6677.3,28.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Damaged,High,tonnes,2628.3,48.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Damaged,None,tonnes,1976.4,21.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Moderate,Low,units,7275.2,30.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Good,None,units,4083.3,4.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Good,Hazardous,units,4683.8,66.3,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Severely Damaged,High,kg,2721.1,44.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Severely Damaged,None,units,1589.5,31.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Glass,Severely Damaged,High,cubic metres,5155.4,65.7,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Severely Damaged,Moderate,kg,1480.2,77.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Plastic,Damaged,Hazardous,tonnes,2067.7,75.4,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Excellent,None,cubic metres,3842.0,6.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Damaged,Hazardous,units,4931.9,38.4,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Damaged,Low,cubic metres,6476.0,25.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Moderate,Low,tonnes,7308.1,40.2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Glass,Damaged,Low,cubic metres,5468.7,28.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Excellent,High,units,1857.9,16.7,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Excellent,None,units,2351.1,6.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Moderate,None,tonnes,4820.7,17.9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Damaged,Low,cubic metres,7182.2,67.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Good,High,cubic metres,1563.0,30.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Damaged,None,kg,2529.1,42.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Glass,Damaged,Hazardous,cubic metres,3195.4,64.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Damaged,Low,kg,3848.4,37.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Mixed Construction Waste,Excellent,High,tonnes,4677.2,26.9,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Moderate,Moderate,cubic metres,3312.6,52.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Severely Damaged,High,cubic metres,5918.5,60.4,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Severely Damaged,Moderate,units,6235.7,47.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Severely Damaged,Hazardous,cubic metres,2509.0,47.8,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Excellent,None,cubic metres,4035.9,2.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Damaged,Low,tonnes,784.4,61.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Asphalt,Damaged,None,tonnes,236.2,30.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Damaged,Low,tonnes,7217.4,39.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Soil,Severely Damaged,High,units,5852.2,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Moderate,Moderate,cubic metres,5594.9,47.2,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Severely Damaged,Low,cubic metres,3675.7,29.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Glass,Good,None,kg,2534.8,3.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Damaged,Low,tonnes,6384.2,57.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Damaged,Low,units,2597.8,23.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Good,High,cubic metres,4513.8,34.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Good,Hazardous,kg,6569.0,6.4,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Damaged,Moderate,cubic metres,1196.7,38.2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Moderate,Low,kg,1276.1,32.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Moderate,None,units,5558.8,20.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Moderate,Low,kg,7764.1,27.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Excellent,None,tonnes,1014.8,6.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Moderate,Low,kg,1141.6,62.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Mixed Construction Waste,Moderate,High,units,6311.5,66.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Good,None,tonnes,2541.6,19.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Moderate,Low,cubic metres,2139.3,72.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Wood,Severely Damaged,Moderate,kg,107.7,46.3,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Gypsum,Severely Damaged,Moderate,cubic metres,6626.7,71.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Plastic,Severely Damaged,Low,units,4338.7,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Wood,Good,Low,kg,3948.4,18.2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Good,High,tonnes,2639.9,50.5,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Moderate,Hazardous,units,4455.4,55.6,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Severely Damaged,Hazardous,units,4577.4,13.2,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Excellent,Hazardous,kg,7024.2,86.1,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Severely Damaged,Hazardous,tonnes,1470.2,64.6,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Good,Low,kg,2475.7,5.4,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Damaged,None,cubic metres,5518.5,27.7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,REPAIR
Asphalt,Moderate,Low,tonnes,5505.8,35.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Moderate,High,cubic metres,6681.0,84.9,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Damaged,None,tonnes,7708.4,14.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Excellent,None,units,1359.0,4.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Moderate,Low,cubic metres,3568.1,42.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Gypsum,Severely Damaged,Low,units,7004.3,33.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Severely Damaged,Moderate,tonnes,2275.9,61.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Excellent,None,units,7376.2,1.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Severely Damaged,High,units,1873.2,59.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Damaged,Moderate,units,2006.0,26.6,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Moderate,Low,units,7227.2,32.8,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,kg,7028.1,19.3,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Good,None,tonnes,7183.4,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Good,Hazardous,tonnes,890.2,19.3,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Good,Hazardous,tonnes,1801.5,81.5,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Good,Hazardous,units,6664.9,28.3,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Damaged,None,units,4463.7,30.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Good,Hazardous,units,3398.1,53.1,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Moderate,Low,tonnes,6374.7,37.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Moderate,Hazardous,kg,127.3,82.2,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Good,None,cubic metres,3754.7,2.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Good,None,cubic metres,4278.9,3.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Moderate,Hazardous,units,2637.6,73.2,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Moderate,Hazardous,kg,7627.0,38.7,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Excellent,None,kg,3091.2,2.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Excellent,None,units,7776.5,3.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Severely Damaged,Low,kg,2520.9,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Damaged,None,tonnes,6583.6,6.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Damaged,Moderate,kg,4848.9,43.2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Good,None,units,3746.7,6.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Damaged,None,units,5519.0,31.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Severely Damaged,Low,cubic metres,4899.8,63.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RECOVER
Glass,Damaged,None,kg,1559.3,21.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Excellent,None,cubic metres,4533.1,4.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Severely Damaged,Moderate,cubic metres,489.7,61.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Concrete,Excellent,Hazardous,cubic metres,4066.0,46.3,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Good,None,units,6573.4,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Severely Damaged,Low,cubic metres,5073.4,61.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Excellent,None,kg,5247.2,2.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Damaged,Moderate,units,7424.0,25.7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Mixed Construction Waste,Severely Damaged,Moderate,cubic metres,5284.3,44.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Gypsum,Severely Damaged,Moderate,kg,7963.1,49.1,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Gypsum,Severely Damaged,Low,kg,5133.6,37.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Mixed Construction Waste,Severely Damaged,Low,cubic metres,5664.5,70.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Gypsum,Damaged,Low,tonnes,792.2,41.9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Asphalt,Severely Damaged,Low,cubic metres,371.0,37.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Good,None,cubic metres,3530.2,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Damaged,Moderate,units,5151.3,75.7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Good,None,kg,124.1,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,Low,units,1264.3,25.3,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Damaged,Low,tonnes,4422.2,31.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Excellent,None,units,3812.4,2.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Excellent,None,tonnes,5692.8,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Severely Damaged,Moderate,cubic metres,949.8,27.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Good,Low,kg,5063.4,25.9,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Excellent,None,cubic metres,4712.2,4.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Damaged,Low,units,6945.6,15.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Damaged,Moderate,tonnes,7530.9,48.6,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Brick,Good,None,tonnes,7474.7,7.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,tonnes,6113.7,2.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
